0,1,2
1.0,11.920000000000016,11.739165861784254
2.0,12.0,12.294596822354677
3.0,11.82000000000005,11.745484364039392
4.0,11.03000000000003,11.019554378751488
5.0,10.660000000000025,10.391654301291414
6.0,10.350000000000023,10.357827921887557
7.0,9.689999999999998,10.065056066064306
8.0,9.450000000000045,9.17186680206984
9.0,8.990000000000009,9.170294126420359
10.0,8.189999999999998,7.8238233024992585
11.0,8.450000000000045,8.58401307587854
12.0,11.129999999999995,11.514512192260487
13.0,12.580000000000041,12.611019107116492
14.0,14.0,13.711224180431877
15.0,14.480000000000018,14.909718840488216
16.0,14.080000000000041,13.817491598696883
17.0,12.560000000000002,12.391757307012702
18.0,10.700000000000045,10.80952760022287
19.0,10.220000000000027,10.313764372217458
20.0,9.510000000000048,9.490814766558467
21.0,9.110000000000014,9.173272472478285
22.0,9.020000000000039,9.129355683791765
23.0,8.600000000000023,8.557781522094341
24.0,8.680000000000007,8.746423755543152
1.0,8.600000000000023,8.507375386784815
2.0,8.670000000000016,8.539957402751092
3.0,8.400000000000034,8.272261750468427
4.0,8.310000000000002,8.329737048506916
5.0,8.470000000000027,8.217500372636227
6.0,8.670000000000016,8.495367868460228
7.0,8.590000000000032,8.559873996545521
8.0,8.550000000000011,8.639406456402908
9.0,8.700000000000045,8.648862563032495
10.0,9.25,9.249386761023596
11.0,9.340000000000032,9.182550630994893
12.0,9.550000000000011,9.169649491397973
13.0,10.260000000000048,10.109061854809191
14.0,10.660000000000025,10.51189237073225
15.0,10.970000000000027,11.327581021411751
16.0,10.770000000000039,11.02607865287052
17.0,10.360000000000014,10.487420026381708
18.0,10.170000000000016,10.47569381731348
19.0,10.03000000000003,10.050505836882822
20.0,10.230000000000018,10.087774150531706
21.0,10.230000000000018,10.444580061195582
22.0,10.0,9.830410658382883
23.0,10.100000000000023,9.904828768098556
24.0,10.010000000000048,10.14559754172771
1.0,9.930000000000007,9.784577513456767
2.0,9.520000000000039,9.259469783440831
3.0,9.560000000000002,9.363252646508528
4.0,9.120000000000005,8.960667738946317
5.0,8.920000000000016,8.577165830923914
6.0,8.53000000000003,8.344445645381962
7.0,8.890000000000043,9.02174985715195
8.0,8.54000000000002,9.081241623658379
9.0,9.470000000000027,9.323181225678274
10.0,11.129999999999995,11.279653709051082
11.0,12.400000000000034,12.845015848954764
12.0,13.240000000000009,13.23604142789403
13.0,13.220000000000027,13.125129406379152
14.0,13.439999999999998,13.492486469540205
15.0,13.840000000000032,13.891967038604207
16.0,13.689999999999998,13.48434912793943
17.0,13.439999999999998,13.468423826114181
18.0,12.870000000000005,12.721827011012408
19.0,12.800000000000011,12.525698374023062
20.0,12.620000000000005,12.649627338011374
21.0,12.360000000000014,12.584771519134446
22.0,12.090000000000032,12.239439021048982
23.0,12.090000000000032,12.090436674932372
24.0,12.210000000000036,12.385687122155653
1.0,12.140000000000043,12.409789496969335
2.0,12.080000000000041,12.044800924106106
3.0,12.080000000000041,11.998049280047681
4.0,12.080000000000041,12.257913473288195
5.0,12.150000000000034,12.147906773777953
6.0,11.960000000000036,12.427162881772942
7.0,11.960000000000036,11.636010888934015
8.0,12.210000000000036,11.836637980573828
9.0,12.460000000000036,12.194304424924685
10.0,12.82000000000005,12.85469611990762
11.0,13.830000000000041,13.815476242894384
12.0,14.760000000000048,14.700479555031109
13.0,15.140000000000043,15.374010495298362
14.0,15.010000000000048,14.971880837033243
15.0,14.760000000000048,14.889041745618798
16.0,14.470000000000027,14.876863947287756
17.0,14.07000000000005,14.359536691194087
18.0,13.600000000000023,13.478080360417165
19.0,12.770000000000039,13.324956264961076
20.0,12.490000000000009,12.732996204328943
21.0,12.620000000000005,12.677907206374412
22.0,12.689999999999998,12.423804640336918
23.0,12.310000000000002,12.735722783552392
24.0,12.129999999999995,12.102100726276714
1.0,12.470000000000027,12.441536306709727
2.0,12.689999999999998,12.697344816734574
3.0,12.890000000000043,12.946506891436766
4.0,12.970000000000027,13.523200276438969
5.0,12.75,13.08813465285987
6.0,12.670000000000016,12.649914701098488
7.0,12.970000000000027,13.367362597380678
8.0,12.580000000000041,12.492074410131158
9.0,13.270000000000039,13.00331404357717
10.0,14.270000000000039,14.156091027654133
11.0,14.79000000000002,14.638235098979552
12.0,15.360000000000014,15.328829167812254
13.0,15.330000000000041,15.312828573191112
14.0,15.240000000000009,15.446548320967821
15.0,15.120000000000005,14.943751681705903
16.0,14.810000000000002,15.06005538969973
17.0,14.620000000000005,14.543406542843954
18.0,14.510000000000048,14.637954677861096
19.0,14.060000000000002,14.519670577894209
20.0,12.010000000000048,12.043987125969176
21.0,11.770000000000039,11.895385330694175
22.0,11.379999999999995,11.206526756475707
23.0,11.340000000000032,11.39800023927912
24.0,10.950000000000045,10.752832461488088
1.0,10.810000000000002,10.767089349831185
2.0,10.379999999999995,10.203092213176776
3.0,10.170000000000016,10.192600785869331
4.0,10.160000000000025,9.939767983862753
5.0,9.850000000000023,10.06427878177783
6.0,10.010000000000048,10.075950443025542
7.0,9.629999999999995,9.309308455600876
8.0,9.580000000000041,9.090138450915529
9.0,9.439999999999998,9.063790286314394
10.0,10.090000000000032,9.856561539266364
11.0,10.930000000000007,10.927220049682541
12.0,11.810000000000002,11.905832288024348
13.0,12.200000000000045,11.897507075369989
14.0,12.220000000000027,11.771798416628567
15.0,12.32000000000005,12.195424937216048
16.0,12.439999999999998,12.012702592351879
17.0,11.29000000000002,11.230082479358883
18.0,10.510000000000048,10.22088896016074
19.0,9.660000000000025,9.771174649524347
20.0,9.340000000000032,9.180237486784852
21.0,8.850000000000023,8.866600936078338
22.0,8.120000000000005,7.878761586715164
23.0,7.2900000000000205,7.723741192388219
24.0,6.850000000000023,6.87147256752264
1.0,6.760000000000048,6.6907741650644255
2.0,6.390000000000043,6.058364667445421
3.0,6.400000000000034,6.485039160940647
4.0,6.2900000000000205,6.016384618524303
5.0,6.140000000000043,5.848072954516649
6.0,5.689999999999998,5.513165431931005
7.0,5.840000000000032,5.673690679276334
8.0,5.3799999999999955,5.224467806085609
9.0,6.25,6.665150403049538
10.0,8.020000000000039,8.182035871631212
11.0,10.03000000000003,10.369061440337822
12.0,11.590000000000032,10.920239850116833
13.0,12.590000000000032,12.520846760052372
14.0,13.360000000000014,13.322539543803806
15.0,13.700000000000045,13.619286135095807
16.0,12.950000000000045,13.362139687630135
17.0,11.740000000000009,11.610652478080327
18.0,11.340000000000032,11.137430368266193
19.0,10.910000000000025,10.989494170243232
20.0,10.560000000000002,10.248731781772678
21.0,9.550000000000011,9.95681581977932
22.0,8.580000000000041,8.832467699436055
23.0,7.300000000000011,7.882671132395376
24.0,6.939999999999998,7.0785672485235835
1.0,6.100000000000023,6.151142831402325
2.0,5.300000000000011,5.609650937438205
3.0,4.970000000000027,5.003815151698558
4.0,4.240000000000009,4.235135073775304
5.0,4.2900000000000205,4.054010627079022
6.0,3.7800000000000296,3.586451156680768
7.0,3.6299999999999955,3.620739346989265
8.0,3.0200000000000387,3.1854798541560947
9.0,3.75,3.9946033521095314
10.0,4.6200000000000045,4.456260319254337
11.0,6.25,6.131847469323457
12.0,8.010000000000048,7.788972287552016
13.0,9.160000000000025,8.847871257229745
